uid	text	label	metadata__wavenum	metadata__ideo5	metadata__row_number
4929	climate change tax relief for 4 rich all of donald trump decisions and lies dividing the country and stupid people buying into his garbage	0	10	Liberal	4929
6198	closer to donald trump presidency ending	1	8	Moderate	6198
6737	closer to getting rid of donald trump	1	11	Very liberal	6737
5706	closer to the end of the president term	1	4	Moderate	5706
6841	college republicans getting their message out donald trump 2020 hope economy roars along everyone has jobs who wants one people waking up to the nightmare of socialism	1	11	Very conservative	6841
6234	commander in chief donald trump	1	8	Conservative	6234
7026	confident that president donald trump will be reelected	1	12	Very conservative	7026
1687	congress and the president	0	8	Moderate	1687
4306	congress and the white house	0	7	Moderate	4306
6607	congress being more humane and stop kissing donald trump ass	1	10	Moderate	6607
1709	congress complicity in allowing a clearly mentally ill and dangerously ignorant man remain in the white house	0	8	Moderate	1709
3307	congress continually trying to bring down our president when the democrats have so much corruption themselves i wish they would just do their jobs that is why they are elected in the first place their hatred for this man goes beyond the pale he has completely turned our country around for the better they are miserable nasty people they are shameful !	0	11	Very conservative	3307
6840	congress fighting back against donald trump	1	11	Very liberal	6840
3419	congress lobbing continuous charges against donald trump	0	12	Very conservative	3419
5365	congress not doing their job for americans they need to leave the president alone and do whats best for america get muslims out of office before they take over america they seem to have forgotten 9 11 01	0	12	Not sure	5365
2408	congress not working with the president	0	4	Very conservative	2408
4190	congress seems incapable of getting anything that we truly need done such as an annual operating budget or legislation to protect the dreamers i dont trust the leaders of the majority in congress nor do i trust the president	0	7	Liberal	4190
1084	congressional democrats standing up to donald trump	1	10	Very liberal	1084
3289	congressional investigations into the president	0	11	Very conservative	3289
6633	congressional republicans breaking with president donald trump	1	10	Moderate	6633
2125	congressmen who support the president when he is absolutely wrong	0	12	Moderate	2125
3285	consistently dishonest reporting in the mainstream media regarding the strength of the u s economy the success of its foreign policy ignore all adverse to its leaked and poorly concealed bias information to its donald trump russia collusion narrative and studiously ignore its own adverse positions under the previous administration as to the current the dishonesty is reprehensible	0	11	Conservative	3285
1480	constant attacks on our president media bias	0	6	Moderate	1480
2723	constant bashing of president donald trump fbi memo and interference by the democratic party and the clintons extreme corruption and the cover up that followed how the press constantly tries to down play this and sweep it under the rug corruption of our press that is no longer free	0	7	Conservative	2723
2438	constant stories demeaning making fun of president donald trump	0	4	Conservative	2438
3442	constant threats of impeachment of donald trump	0	12	Moderate	3442
2608	constant use by president donald trump of social media to express anger or discontent with the media other countries or other organizations around the world	0	6	Liberal	2608
4597	continued drag from the republicans and self serving donald trump	0	9	Liberal	4597
3841	continued fake news from the media donald trump mistakenly thinking he can have good relationship with vladimir putin	0	4	Conservative	3841
2328	continued fake news stories on new president donald trump	0	4	Conservative	2328
6731	continued investigation of donald trump	1	11	Liberal	6731
6634	continued leadership of president donald trump	1	10	Very conservative	6634
5179	continued stonewalling by democrats and a complete unwillingness to accept anything proposed by donald trump	0	12	Very conservative	5179
7037	continuing to prosper under the donald trump economy	1	12	Very conservative	7037
5009	corporate democrats and their billionaire masters sabotaging bernie sanders campaign again donald trump winning again	0	11	Very liberal	5009
5128	corrosive influence of donald trump on our national policies	0	11	Liberal	5128
2902	corrupt behavior of fbi and doj in reference to mueller investigation dishonest mainstream media behavior of democrats at hearings about supreme court nominee liberals paying people to disrupt the hearings books that are dishonest about president donald trump cnn refusing to admit that once again they reported something that wasnt true organizations and political parties that hate the president more than they love the truth or to serve the american people	0	8	Very conservative	2902
4212	corrupt donald trump and gop somehow avoid prosecution and swing elections unfairly preventing legal voters from casting votes undoing environmental civil rights	0	7	Liberal	4212
