docnames,old.docnames,instance_id,speaker,party,date,agenda,text,EU,CAP 
3358782,text1575232.1,3539215,Justine Greening,Con,17/12/2014,Topical Questions [Oral Answers to Questions > International Development],He will be aware that we work directly with the Pakistan tax revenue authority to ensure that tax that is due can be collected.,0,19
text1364672.1,NA,84881,Chris Grayling,Con,01/02/2012,Welfare Reform Bill,"We are simply applying that same principle to ESA for people who are deemed to have the potential, in due course, to return to work.",0,13
302561,text1180594.1,315037,David Heath,LibDem,15/06/2009,Rural Communities (Recession),The matter is absolutely crucial to the future economy of areas such as that which I represent.,0,14
134627,text1163608.1,140850,Ben Bradshaw,Lab,16/03/2009,Dr. Adrian Garfoot,"We have increased substantially the number of people entering drug treatment, and the proportion of those who are receiving treatment that is having a long-term, positive impact in tackling their addiction continues to rise year on year.",0,3
171093,text1167697.1,178804,George Osborne,Con,31/03/2009,The Economy,"”- That is the argument that we have been making, and the Chancellor did not take the opportunity that he was given to agree with it.",0,15
336150,text1184057.1,350365,Andrew Dismore,Lab,29/06/2009,Parliamentary Standards Bill,"As he knows, I have tabled a couple of amendments, because I am concerned to ensure that parliamentarians have the right of natural justice in how investigations are conducted, and indeed the right of appeal.",0,21
351257,text1185856.1,365844,Sadiq Khan,Lab,02/07/2009,School Bus Safety,"I was extremely sorry to hear about the recent deaths in Aberdeenshire of Alexander Milne, aged 12, and Robyn Oldham, aged 15, to which the right hon.",0,10
485297,text1201133.1,506067,Jim Murphy,Lab,25/11/2009,Scotland's Future in the UK,"The Scottish Government have unprecedented flexibility, not matched in any other Department in Whitehall or other part of the UK Government, and £1 billion that would help to make the Forth road bridge a reality.",0,10
1212085,text1293522.1,1269198,John Hayes,Con,04/03/2011,Further and Higher Education (Access) Bill,"It is not just the Conservatives who are committed to social justice, although we are peculiarly committed to it.",0,2
2027116,text1404125.1,2127828,Eric Pickles,Con,06/09/2012,Housing and Planning,Given the party the right hon.,0,14
2215264,text1428052.1,2326878,Lynne Featherstone,LibDem,19/12/2012,HIV (Developing Countries),"Where we have specific concerns about a Government's failure to protect their citizens' rights, we raise those concerns directly at the highest levels of the Government concerned.",0,19
2504605,text1465457.1,2632417,Mark Reckless,Con,17/06/2013,Pensions Bill,"On the transition, for people who currently decide to put off retirement and earn a greater state pension-I am not sure whether every 10 weeks equals 1% or whether the rules have changed, but it is something like that; my impression is that it is a reasonable deal and a good thing to take advantage of, particularly for women with higher average life expectancy.",0,13
2674821,text1487734.1,2811973,David Cameron,Con,23/10/2013,Engagements [Oral Answers to Questions > Oral Answers to Questions > Prime Minister > Prime Minister],"One thing that we have done is ensure that people do not earn such rights until they have worked for a business for two years, and I think that that is the right approach.",0,13
text1171345.1,NA,9353,George Howarth,Lab,29/04/2009,Gurkha Settlement Rights,"Friend the Minister made earlier, she continued:“Subsequent to that, UKBA is required under the immigration rules to consider all the relevant factors of an individual's circumstances to see whether the person should be allowed to stay in the United Kingdom.",0,2
text1198580.1,NA,19341,James Clappison,Con,09/11/2009,FOI Request (Immigration),"Is there not a danger of this culture continuing when, as the Home Affairs Select Committee learned last week, the points-based system overrides the discretion of individual immigration officers even when they entertain the gravest of doubts about people seeking to enter the United Kingdom.",0,2
text1241939.1,NA,36963,Liam Byrne,Lab,13/07/2010,Finance Bill,"Lady is not trying to run away from this debate, because she has been writing to colleagues in Scotland and including in her letters the immortal sentence, “The increase in VAT did not feature in any of my election publicity.” She would have to accept therefore that the impression given by both the Deputy Prime Minister and the Chancellor in the words that I have just read out would conjure up in the minds of voters the idea that there was no plan for a hike in VAT. The point that I am making this afternoon is that because that illusion was created, rightly or wrongly, by the Conservative and Liberal Democrat parties, the public did not get a chance to think about the kind of protections that would be needed.",0,20
text1295599.1,NA,58079,Mary Macleod,Con,10/03/2011,UN Women,"The Home Secretary has spoken firmly on the issue of violence against women and girls, saying that our“ambition is nothing less than ending all forms of violence against women and girls.”- I also congratulate the Mayor of London on what he has done to quadruple the number of rape crisis centres in London.",0,12
text1312904.1,NA,65504,Jeremy Browne,LibDem,24/05/2011,Treatment of Christians,The United Kingdom remains in close contact with the Iraqi Government on this issue and is committed to doing all that it can to protect the rights and freedoms of all minorities in Iraq.,0,2
text1397603.1,NA,97388,Pete Wishart,SNP,04/07/2012,UK Border Agency,"What has immigration done for London, as Monty Python would say?",0,2
text1472700.1,NA,131149,Theresa May,Con,09/07/2013,Treaty on the Functioning of the EU,She also had the opportunity to indicate whether the Opposition believe it right that we give greater safeguards and protections to British citizens in the operation of the European arrest warrant.,1,12
481450,text1200702.1,501928,James Duddridge,Con,24/11/2009,Topical Questions [Oral Answers to Questions > Health],"Following concerns raised about the generic substitution of epilepsy medicine, what decisions has the Secretary of State made on whether such medicines should be excluded from the pharmaceutical price regulation scheme?",0,3
2565904,text1473873.1,2697712,Bob Russell,LibDem,10/07/2013,Prescription Charges (Long-term Conditions),I hope that the new clinical commissioning groups will consider carefully the need for individual prescribing for optimal treatment plans and avoid the rigid 28-day limit.,0,3
text1231672.1,NA,33513,Margot James,Con,08/06/2010,Economic Affairs and Work and Pensions,"In my constituency of Stourbridge, we were extremely concerned when the results of a freedom of information request on the NHS in the west midlands revealed plans for significant cuts to doctors, nurses and beds in our area.",0,2
text1408904.1,NA,102454,Jo Swinson,LibDem,16/10/2012,Enterprise and Regulatory Reform Bill,"The administrative process is similar to the way in which individuals enter bankruptcy in Scotland, and in some other jurisdictions throughout the globe.",0,15
text1535557.1,NA,160544,Guto Bebb,Con,06/05/2014,Wales Bill,The opportunity to make a choice is not available to patients in Wales-very different from the situation that applies to patients in England.,0,3
text1353957.1,NA,80355,Ed Miliband,Lab,12/12/2011,EU Council,"Given that those proposals would have changed 25 years of the single market, why did he make them in the final hours of the summit?",1,18
text1426718.1,NA,111131,Bernard Jenkin,Con,17/12/2012,European Council,"Friend said that we had“agreed a new voting system that means that the eurozone cannot impose rules on the countries outside the euro area, such as Britain, without our agreement.”Will he confirm that, in saying that, he did not mean that the treaty had been rewritten, or that the single market article was now subject to a different voting system, so that anything agreed by the banking union could still be put forward by the Commission as a single market proposal to be forced through on a single qualified majority vote?",1,19
2175732,text1422988.1,2285140,Chris Leslie,Lab,04/12/2012,Public Service Pensions Bill,"We tabled an identical amendment in Committee to ensure that the protections for accrued benefits in the 1972 Act were retained, but, surprisingly, our amendment was rejected.",0,5
2839944,text1509657.1,2986587,Ian Murray,Lab,15/01/2014,National Minimum Wage,"When moving the Second Reading of the National Minimum Wage Bill in December 1997, the then President of the Board of Trade, my right hon.",0,5
text1358746.1,NA,82419,Anne Begg,Lab,12/01/2012,Parliamentary Representation,"The Labour party's use of all-women shortlists was suspended in Scotland, and the number of women MPs dropped.",0,2
