uid,text,label,metadata__row_number
301,"Another example of the corruption our current representation is a part of and the false claims that @SenatorCarper is for the environment. Bloomberg energy is a failing ""green"" company that isn't green. Yet is subsidized by millions of your tax dollars. https://t.co/vL1As21gWg",1,301
783,Another great day of campaigning for my wonderful wife  Jean! Thanks to all who came out to hear from my #1 supporter!! #MAGA #mtsen #mtpol https://t.co/qAA5uzXpTi,0,783
111,"Another lie.They cut off the rest, where I said I’m working for every vote. In last year &amp; half alone, I’ve held nearly two dozen events in Southeast Missouri, almost three times as many as Josh Hawley. He didn’t even bother to show up at Republican events before the primary. https://t.co/eGjKbHyFi7",0,111
146,"Another very clear choice, someone with no experience in the workforce &amp; only collects a taxpayer funded paycheck. OR someone who has created over 1,500 &amp; employeed over 3,000 people across our state with the real world experience to put Ohio first. #OHSenDebate #OHSen",0,146
552,"Anybody who represents North Dakota should understand agriculture. And if @kevincramer doesn’t have the backbone to stand up for North Dakota farmers and ranchers, then he doesn’t belong on the job.

https://t.co/G6CxKWOJDb",0,552
597,"Anyone who says they support coverage for people with pre-existing conditions should support my resolution to overturn the Trump Administration’s expansion of junk insurance plans. 

This is more of the same from Washington and we need your help to stop them. #NoJunkPlans https://t.co/uqnim0ol38",0,597
216,"Anything, Anytime, Anywhere. #DoTheRightThing #WeThePeople #RonCurtisForUSSenate https://t.co/bOwEEopB2S",0,216
804,"Are you committed to vote on Tuesday? Have you made a plan for election day?

Stand with President @realDonaldTrump and commit to vote --&gt  https://t.co/9Nmhn5i5gU #WVsen https://t.co/3FhuRKxIfM",0,804
975,Are you registered to vote? The deadline to register to vote for the November 6 election is October 9. That’s only a month away. Don’t wait  get registered today: https://t.co/cgW7OXKhaI https://t.co/8CnXTQ2m8V,0,975
282,"Arguments are beginning today in the lawsuit @kevincramer supports to end protections for folks with pre-existing conditions. In North Dakota, there are 300,000 of us, including me. As a breast cancer survivor, I know how important these protections are.

https://t.co/XwposlEj5N",1,282
968,As #HurricaneMichael approaches  make sure to heed the advice of local officials. If you have been ordered to evacuate – don’t try to ride this out. https://t.co/WpAIMHmbBG,0,968
1122,As Nicaraguans across the country take a stand against this brutal dictator  the US must use its leverage to stop the flow of international finance to the regime until democratic reforms occur  and those responsible for corruption and human rights violations are held accountable.,0,1122
702,As a Catholic Christian who believes in the sanctity of life  I support the Hispanic Action Network in New Mexico and the candidates they endorse. This faith-based group is exactly what our state needs. @HispanicAction #NMpol #NMsen https://t.co/AIWzFwPsyG,0,702
347,"As governor, I had to balance the budget 8 years. My first year, I had to cut everything 9%. We didn’t make it a Democratic or Republican issue. We just made it a TN issue. I think that’s what the Congress needs to do to address our debt and deficit, is just get #BacktoBasics. https://t.co/gdwBAQuOaS",1,347
941,"As tonight's debate showed  the contrast in this race couldn't be clearer:

Sherrod fights every day for all Ohioans—no matter your background  where you live  or your line of work.

@RepJimRenacci is only looking out for himself. #OHSenDebate",0,941
225,"As your next US Senator, I will always support our veterans, active duty military members AND their families. We owe so much to these brave men and women &amp; their loved ones who sacrifice so much to keep us safe. Return your ballot by Tuesday and VOTE #Susan4Senate! #waelex https://t.co/zUwzTNd9uf",0,225
137,"At @CNN's #TexasTownHall, Beto outlines 4 steps we can take on health care:
1. Expand Medicaid
2. Introduce Medicare to the exchanges 
3. Use our bargaining power to bring down the costs of prescriptions 
4. Get to universal, guaranteed care for every child, woman, and man",0,137
509,"At Steer-In, folks know it's not just what you say, it's what you've done. @SenDonnelly talks about outsourcing, but then he raked in thousands from it. He talks about our ""common-sense middle,"" but then he put Nancy Pelosi in charge. Hoosiers deserve more than just talk. #INSen https://t.co/DxH9tuiqFe",0,509
392,"At The FourWay in Cuba, MO just now. These folks concerned about illegal immigration &amp; soaring healthcare costs. Thank <U+2066>@clairecmc<U+2069> for both! Time for change #MOSen https://t.co/AH9EWJHQWt",1,392
860,At a ticketed fundraising event  @staceyabrams’ opponent Georgia Secretary of State Brian Kemp reportedly said he had concerns over her campaign’s GOTV operation – “especially if everybody uses and exercises their right to vote.”,0,860
1120,At a time when 44 million Americans have $1.5 trillion in student debt  Secretary of Education Betsy DeVos has invested millions in companies that take advantage of kids trying to get a higher education. https://t.co/0n9ZARGahx,0,1120
1186,"At every stop on my city tour  I am amazed by the people I meet.  I am so blessed to have the opportunity to talk with such genuine  hard working Minnesotans. 

I am looking... https://t.co/It157Asx7a",0,1186
1087,At my request  President Trump has  approved a federal pre-landfall Emergency Declaration that will provide important resources and assistance from the federal government. See the declaration along with FL's most updated preparation efforts-https://t.co/HVLvt6NUVR,0,1087
1095,At the hearing last week  we saw a man filled with anger and aggression. Judge Kavanaugh’s behavior revealed a hostility and belligerence that was unbecoming of someone seeking to be elevated to the United States Supreme Court.,0,1095
151,"At this year’s Inaugural Hearts for Charitea event the Las Vegas Children’s Heart Foundation celebrated Las Vegas’ philanthropic hearts and honored Dena duBoef-Roth, who has supported the foundation with cutting-edge pediatric cardiology research. #WomenInSTEM https://t.co/yZGlwqjvhb",0,151
568,"Atlantic County is fired up to get out the vote on Tuesday! The people of South Jersey have been neglected by a Senator who cares more about trips to the Dominican Republic than working for them. It’s time for change. On Tuesday, it’s time to #SendinaMarine! #NJSen https://t.co/GHYvEOV3as",0,568
1102,Attempting violence against public officials  private citizens  journalists  or anyone has no place in our free and lawful society.,0,1102
713,Attention #NV03 residents: stop by the Downtown Henderson Senior Center today from 10:30am-12:30pm to learn about the constituent services my office provides. My staff is available and ready to help! https://t.co/zRcXrnNfcT,0,713
163,Authoritarians seek power by promoting division and hatred. We will promote unity and inclusion. #SandersSAIS,0,163
903,BIG news out of Lansing!  https://t.co/RFbqOocyBX,0,903
832,"BREAKING:  Sources say turnout &amp  onsite polling show we're in a DEAD HEAT w/Tim Kaine!

This race is incredibly close -we need each &amp  every vote RIGHT NOW! 

Please make sure your families &amp  friends don't miss the opportunity of a lifetime to secure our nation's future! #VoteRED https://t.co/ABY2PYjJar",0,832
756,"BREAKING: @JonTester's NRA rating downgraded to a ""D"" after voting AGAINST Kavanaugh. With that kind of record it's beyond clear that you can't trust Tester to protect our #2A Rights! https://t.co/1V5aIpC4N1 #MAGA #MontanaFirst #AmericaFirst #DefeatTester #mtsen #mtpol",0,756
130,Back in College Station! Appreciate everyone who came out in the rain to join us for a town hall. Great returning to campus to be with so many Aggies! https://t.co/ZTK2aGme42,0,130
764,Back in Edinburg!! https://t.co/ea3tr52cWz,0,764
117,"Back stage In Trenton with @RepBonnie for our event discussing how far we've come with the #ACA. I’m proud that thanks to the ACA’s expansion of Medicaid and creation of tax credits to help people buy coverage, nearly a million more NJans have coverage today who didn’t before. https://t.co/iZkAN0es4o",0,117
1108,Beginning Today  U.S. Army Corps of Engineers Right of Entry Collection Centers will be Collocated with FEMA Disaster Recovery Centers: https://t.co/MOsr2jMzPZ #BlueRoof,0,1108
866,Bernie Sanders replied to President Trump's op-ed. https://t.co/CcrMGNgIhK,0,866
1180,Beto is the only candidate on tonight’s debate stage who has traveled to each one of the 254 counties of Texas.,0,1180
136,Beto worked with Senator Cornyn to introduce bipartisan legislation that would increase staffing along the border and help secure our ports of entry. #TexasTownHall,0,136
835,Between now and Election Day  it is all about what is possible. I know that the last few months have been exhausting  but the enthusiasm I'm seeing across our state is astounding. If we keep it up  Democrats WILL flip seats across New York and the country on Tuesday! https://t.co/hbHrQyvA5c,0,835
1170,Big news for job training today! Excited to help announce a new scholarship for the state’s advanced manufacturing centers which will help train people for new careers in manufacturing. https://t.co/hcGac4TqRi,0,1170
538,Big win for the USA. @realDonaldTrump silences the naysayers. @clairecmc you were wrong again! #MOSen https://t.co/QGtMh36vch,0,538
555,"Bob Menendez is an embarrassment to New Jersey. New Jerseyans are sick and tired of Bad Bob’s corruption and abuse of power. 

Let’s send Bob Menendez packing. See Bad Bob's disgraceful record and why he is unfit to represent New Jersey: https://t.co/zTZBwvgu8M",0,555
1089,Bredesen is speaking about his prescription drug plan at Crosstown Concourse this afternoon https://t.co/LRT2UkSGIp,0,1089
524,"Brett Kavanaugh can evade our questions on Roe all he likes, but he can’t dodge his own words in this email. Make no mistake, Roe v. Wade can be “settled law” today and overturned tomorrow. #WhatsAtStake https://t.co/pVgrCwC641",0,524
871,Brett Kavanaugh declined to say that Roe v. Wade was correctly decided more than a dozen times. https://t.co/1axkIc64E6,0,871
920,"Brett Kavanaugh has already said that his time in the White House was pivotal to shaping his views as a judge: ""Five-and-a-half years at the White House and especially my three years as staff secretary...were the most interesting and informative for me."" #WhatAreTheyHiding",0,920
1126,Brett Kavanaugh is not entitled to a lifetime appointment to the Supreme Court. He’s done nothing but demonstrate that he is not fit to serve on the nation’s highest bench. Call your senators to demand that he isn’t able to: (202) 224-3121,0,1126
370,"Brett Kavanaugh knows that his views on guns are outside the mainstream. During a lecture at Notre Dame Law School, he said that he would be ‘the first to acknowledge that most other lower-court judges have disagreed’ with his views on the Second Amendment. #WhatsAtStake",1,370
843,Brett Kavanaugh praised the dissent in Roe v. Wade. He called Justice Rehnquist  who authored the dissent in Roe  his “judicial hero.” There's no mystery as to where he stands on Roe v. Wade.,0,843
525,"Brett Kavanaugh used materials stolen from Democratic senators to advance President Bush's judicial nominees. He was asked about this in 2004, 2006 and this week. His answers were not true. https://t.co/YNYOyJUiDC",0,525
